Boys Names
Kiefer
Kielan
Kieran
Kiernan
Kieron
Kieth
Kilian
Killian
Kim
King
Kingsley
Kingston
Kiran
Kirill
Kirk
Kit
Kiyan
Klaidas
Klaudiusz
Klay
Klayton
Knox
Koa
Koah
Kobe
Kobey
Kobi
Kobie
Koby
Kobyn
Koda
Kodi
Kodie
Kody
Kole
Kolton
Konrad
Konstantin
Konstantinos
Konstanty
Kordian
Korey
Kornel
Korneliusz
Kory
Kovi
Kreed
Kris
Krish
Krishiv
Kristaps
Kristen
Kristers
Kristian
Kristians
Kristof
Kristofers
Kristopher
Kristupas
Krue
Kruz
Kryspin
Krystian
Krzysztof
Ksawery
Ksawier
Kuba
Kurt
Kurtis
Kush
Kuzey
Kyal
Kye
Kylan
Kyle
Kyler
Kylian
Kylo
Kyran
Kyren
Kyrie
Kyro
Kyron
Kyson
Lachlan
Lachlann
Lael
Laith
Laker
Lance
Laoch
Larry
Lateef
Laurance
Laurence
Lauris
Laurynas
Lawrence
Lawson
Layton
Leandro
Lee
Leeroy
Leigh
Leighton
Lemuel
Lenni
Lennie
Lennon
Lennox
Lenny
Leo
Léo
Leon
León
Léon
Leonard
Leonardo
Leonas
Leonidas
Leroy
Lesley
Leslie
Lester
Lev
Levente
Levi
Lewis
Lex
Leyton
Liam
Liam Og
Liam Óg
Lian
Lincoln
Lionel
Lir
Liviu
Llewyn
Lleyton
Lloyd
Lochlainn
Lochlan
Lochlann
Logan
Loic
Loki
Lorcan
Lorcán
Lorenzo
Loretto
Loughlin
Louie
Louis
Lowell
Lowen
Luan
Luán
Lúan
Luc
Lúc
Luca
Lúca
Lucas
Lúcás
Lucca
Lucian
Luciano
Lucien
Lugh
Lúgh
Lughaidh
Lughan
Lughán
Lui
Luigi
Luis
Luka
Lukas
Lukass
Lukasz
Luke
Lux
Lyndon
Maaz
Mac
Macartan
Macdara
Maciej
Mack
Mackenzie
Maddox
Magnus
Mahad
Mahdi
Maher
Mahir
Mahmoud
Mahmud
Mahon
Maidhc
Mairtin
Máirtín
Maison
Maitiu
Maitiú
Majd
Majus
Makar
Maks
Maksim
Maksims
Maksym
Maksymilian
Malachi
Malachy
Malakai
Malcolm
Malek
Malik
Mani
Mannix
Mantas
Manuel
Manus
Marat
Marc
Marcas
Marcel
Marceli
Marcell
Marcin
Marco
Marcos
Marcus
Marek
Marian
Marin
Mario
Marius
Mark
Markas
Marko
Marks
Markus
Markuss
Marley
Marlo
Marlon
Martim
Martin
Martins
Marton
Marty
Martyn
Martynas
Marvellous
Marvin
Marwan
Mason
Massimo
Matas
Mate
Matei
Matej
Mateo
Mateus
Mateusz
Matheo
Matheus
Mathew
Mathias
Mathieu
Matias
Matiss
Matt
Matteo
Matthew
Matthias
Matthieu
Mattia
Mattias
Mattie
Matty
Matus
Matvey
Matvii
Maurice
Maverick
Max
Maxim
Maxime
Maximilan
Maximilian
Maximiliano
Maximillian
Maximo
Maximus
Maxwell
Maxx
Maxymilian
Mayar
Mayson
Mazen
Mazim
Mazin
Mc
Mckenzie
Md
Medalion
Mel
Melvin
Mervin
Mervyn
Miah
Micah
Micahel
Miceal
Michael
Michael James
Michael John
Michael Junior
Michael Óg
Michal
Michale
Micheal
Micheál
Michéal
Mícheál
Michel
Mick
Mickey
Mieszko
Miguel
Mihai
Mihail
Mikaeel
Mikael
Mikail
Mike
Mikey
Mikhael
Mikhail
Mikie
Mikolaj
Milan
Miles
Miley
Milo
Milosz
Miracle
Miran
Miron
Mirza
Mitchel
Mitchell
Mivaan
Mj
Mohamad
Mohamed
Mohammad
Mohammed
Mohd
Mohsin
Moise
Moksh
Monty
Moosa
Morgan
Morris
Mortimer
Moses
Moyosoreoluwa
Muaz
Mubarak
Muhammad
Muhammad Aahil
Muhammad Ali
Muhammad Ibrahim
Muhammad Zaviyar
Muhammed
Muiris
Mujtaba
Munachimso
Muredach
Murray
Murtagh
Musa
Musab
Mustafa
Mustapha
Mykhailo
Myles
Mylie
Mylo
Myra
Nabil
Nadir
Nael
Naglis
Naill
Naithan
Nana
Naoise
Naomhán
Nash
Nasim
Natan
Nataniel
Natas
Nate
Nathan
Nathanael
Nathaniel
Nathen
Nathy
Nazar
Neal
Neasan
Ned
Nedas
Neel
Nehemiah
Neil
Neilas
Neill
Neitas
Nelson
Neo
Nessan
Nevan
Nevil
Neville
Nevin
Nial
Niall
Nichol
Nicholas
Nick
Nickolas
Nicky
Nico
Nicolae
Nicolas
Nicolás
Niel
Niell
Nigel
Nigil
Nihal
Nihan
Nikas
Nikita
Niko
Nikodem
Nikola
Nikolai
Nikolaj
Nikolas
Nikoloz
Niks
Nilan
Nils
Nnamdi
Noa
Noah
Noah-James
Noar
Noe
Nóe
Noel
Nojus
Nolan
Norbert
Norman
Nosakhare
Oakley
Obed
Obinna
Ocean
Odhean
Odhran
Odhrán
Ódhran
Odin
Odinn
Odran
Ógie
Óigí
Oilibhéar
Oisin
Oisín
Oisìn
Oísin
Óisin
Óisín
Oissine
Ojas
Oktawian
Olaf
Olalekan
Olamide
Olan
Ólan
Olanrewaju
Olaoluwa
Olasubomi
Oleg
Olin
Oliver
Olivers
Olivier
Oliwer
Oliwier
Ollie
Olly
Olufemi
Olumide
Oluwa
Oluwadamilare
Oluwadamilola
Oluwafemi
Oluwaferanmi
Oluwamayowa
Oluwapelumi
Oluwasegun
Oluwaseun
Oluwaseyi
Oluwasijibomi
Oluwatamilore
Oluwatimilehin
Oluwatimileyin
Oluwatobi
Oluwatobiloba
Oluwatomiwa
Oluwatosin
Omar
Omer
Ondrej
Onyekachi
Oran
Orán
Óran
Orann
Oren
Oreoluwa
Orest
Orestas
Orhan
Orin
Orion
Orlando
Orran
Orrin
Orry
Orson
Osama
Oscar
Osgar
Oskar
Oskaras
Oskars
Osman
Otis
Otto
Owen
Ozzie
Ozzy
Pablo
Packie
Paddy
Padhraic
Pádhraic
Padhraig
Padraic
Pádraic
Padraig
Pádraig
Padraigh
Padriag
Paidi
Paidí
Páidi
Páidí
Pàidì
Páidí Óg
Páidín
Pairic
Paolo
Paraic
Páraic
Parker
Pascal
Paschal
Pat
Patrick
Patrik
Patryk
Patsy
Paudi
Paudie
Paul
Paulius
Pauraic
Pauric
Pavel
Pawel
Peadar
Peader
Pearce
Pearse
Pedro
Percy
Petar
Pete
Peter
Petru
Phelim
Philip
Phillip
Phoenix
Piaras
Pierce
Pierre
Pietro
Pijus
Pio
Piotr
PJ
Pol
Praise
Pranav
Precious
Presley
Preston
Prince
Proinnsias
Proinsias
Promise
Przemyslaw
Qasim
Quentin
Quhey
Quie
Quillan
Quin
Quincy
Quinn
Quintan
Quinton
Radoslaw
Radu
Rafa
Rafael
Rafal
Rafi
Raheem
Rahim
Rahul
Raja
Rakib
Ralfs
Ralph
Ralphie
Ram
Rami
Rana
Randal
Raphael
Rares
Rasheed
Raul
Ravi
Ray
Rayaan
Rayan
Rayden
Raymond
Rayyan
Razvan
Reagan
Reamonn
Redmond
Reece
Reed
Reegan
Reese
Regan
Reggie
Reginald
Rehan
Reid
Reign
Reilly
Remi
Remy
Rémy
Ren
Rene
Renzo
Reon
Reuben
Rex
Reyan
Reyansh
Rhian
Rhyan
Rhys
Ri
Rí
Riaan
Riagán
Riain
Ríain
Rian
Rián
Rían
Rìan
Rían Óg
Ricahrd
Ricardo
Ricards
Riccardo
Ricco
Richard
Richie
Rick
Rickard
Rickey
Rickie
Ricky
Rico
Ridwan
Righan
Rihaan
Rihan
Rihards
Rikki
Riley
Rio
Riobard
Rioghan
Ríoghan
Ríoghán
Rion
Ríon
Rionn
Rishaan
Rishi
Risteard
Ritchie
River
Riyan
Rizwan
Roan
Roarke
Rob
Robbie
Robert
Robertas
Roberto
Roberts
Robin
Robyn
Rocco
Rocky
Rod
Roderick
Rodger
Rodhan
Rodney
Rodrigo
Roen
Rogan
Roger
Rohaan
Rohan
Rojus
Rokas
Roko
Roland
Rolands
Rolf
Roman
Rome
Romeo
Ron
Ronald
Ronaldo
Ronan
Ronán
Rónan
Rónán
Ronin
Ronnie
Rory
Ros
Roscoe
Ross
Rossa
Rowan
Rowen
Roy
Royce
Rua
Rúa
Ruadh
Rúadh
Ruadhan
Ruadhán
Ruaidhri
Ruaidhrí
Ruairc
Ruairi
Ruairí
Ruan
Ruán
Ruarc
Ruari
Ruben
Rudi
Rudra
Rudy
Rueben
Rufus
Ruhan
Rui
Rupert
Ruslan
Russell
Ryan
Ryann
Ryder
Ryker
Rylan
Rylee
Ryleigh
Ryley
Ryszard
Saad
Saba
Sacha
Safwan
Said
Saif
Salaar
Salah
Salar
Salim
Salman
Salvador
Sam
Samar
Sameer
Sami
Samir
Sammy
Samson
Samual
Samuel
Samy
Sanad
Sandro
Sani
Santiago
Santino
Sarim
Sasha
Saul
Savio
Savva
Sawyer
Scott
Scottie
Se
Sé
Séadh
Séadhna
Seadna
Séadna
Seaghan
Seaghán
Séamas
Séamí
Seamie
Séamie
Seamus
Séamus
Sean
Seán
Seàn
Séan
Sean Michael
Sean Og
Seán Óg
Seanan
Seanán
Seanie
Seánie
Seb
Sebastian
Sebastián
Sebastien
Seimi
Séimí
Selim
Senan
Senán
Sennan
Seoirse
Seosamh
Sergej
Setanta
Seth
Seweryn
Shaheer
Shahveer
Shalom
Shamus
Shane
Sharan
Sharvil
Shaun
Shaurya
Shawn
Shay
Shayan
Shayn
Shayne
Shea
Sheá
Shéa
Sheamus
Sheriff
Shivansh
Shlok
Shreyas
Sid
Siddharth
Sidney
Silas
Simas
Simeon
Simon
Simonas
Sion
Sionnach
Skyler
Sohail
Sol
Solomon
Somtochukwu
Sonaí
Sonas
Sonnie
Sonny
Soren
Sorin
Spencer
St
Stan
Stanislaus
Stanislav
Stanislaw
Stanley
Stefan
Stefano
Steffan
Stelian
Stephan
Stephen
Steve
Steven
Stevie
Stewart
Stuart
Subhan
Sudais
Sulaiman
Sulayman
Sultan
Sunny
Syed
Sylvester
Sylwester
Szymon
T J
T.J.
Tadas
Tadeusz
Tadg
Tadgh
Tádgh
Tadhg
Tádhg
Taha
Taidgh
Taidhg
Taigh
Taighe
Taim
Taiwo
Tajus
Talha
Tamim
Tarek
Tarik
Tariq
Tarlach
Tate
Taylor
Teagan
Ted
Teddie
Teddy
Teidí
Téidí
Temiloluwa
Temitope
Teo
Teodor
Terance
Terence
Terrence
Terry
Thaddeus
Thady
Theo
Théo
Theodor
Theodore
Theodoro
Thiago
Thierry
Thom
Thomas
Thomás
Thomas Joseph
Thor
Thorin
Tiago
Tiarnach
Tiarnan
Tiarnán
Tiernan
Tiernán
Tighe
Tim
Timas
Timmy
Timofei
Timofey
Timotei
Timothy
Timur
Titas
Tj
Tobias
Tobiasz
Toby
Todd
Toheeb
Tola
Toluwalase
Tom
Toma
Tomas
Tomás
Tomas Og
Tomás Óg
Tomasz
Tommaso
Tommie
Tommy
Tommy Lee
Tommylee
Tommy-Lee
Toms
Tony
Torin
Travis
Trent
Trever
Trevor
Trey
Tristan
Tristen
Tristian
Tristin
Troy
Trystan
Tuan
Tucker
Tudor
Turlough
Tylar
Tyler
Tylor
Tymofii
Tymon
Tymoteusz
Tynan
Tyreece
Tyreke
Tyrese
Tyrone
Tyson
Tytus
Ugnius
Ugochukwu
Ulick
Ultan
Ultán
Umar
Usman
Uthman
Uzair
Vache
Vadim
Vakaris
Valentin
Valentine
Valentino
Vasile
Ved
Vedant
Veer
Vernon
Viaan
Vicente
Victor
Victory
Viggo
Vihaan
Viktor
Vilius
Vince
Vincent
Vincenzo
Vinnie
Vinny
Viraj
Virgil
Vito
Vivaan
Vivian
Vivien
Vlad
Vladimir
Vladislav
Vuk
Vyom
Vytautas
Vytis
Walid
Walter
Warren
Wayne
Wei
Wen
Wesley
Westley
Weston
Wiktor
Wilder
Will
Willaim
William
Willie
Wilson
Winston
Wisdom
Witold
Wojciech
Wojtek
Woody
Wren
Wyatt
Xander
Xavier
Xin
Yahia
Yahya
Yaman
Yan
Yanis
Yann
Yannick
Yannis
Yaroslav
Yaseen
Yash
Yasin
Yasser
Yassin
Yazan
Yi
Yohan
Youcef
Younes
Younis
Yousef
Yousif
Youssef
Yousuf
Yu
Yu Xuan
Yuri
